Location (Code),Country,Zone (BR Vision),Network Type,POS Classification (Grp Level 1),IsOpen,isWholeSale,isWFJactive,Market_Network_Type
H3W,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RAJ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OU2,OMA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0LO,LEB,EMEA,Network Type5,POS Classification4,Open,False,,Market_Network_Type3
28D,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KLF,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
T9U,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YD3,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
V78,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2BF,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JTV,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BGX,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C5A,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KCQ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ULG,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
P9F,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PS4,SAU,EMEA,Network Type5,POS Classification4,Open,False,,Market_Network_Type3
XKD,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
31C,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7YL,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
APC,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UKD,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5NU,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TQ8,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QP7,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CO7,USA,US,Network Type2,POS Classification2,Closed,True,,Market_Network_Type3
5EP,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7B2,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6HE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7TD,FRA,EMEA,Network Type4,POS Classification5,Open,False,,Market_Network_Type2
EZH,SAU,EMEA,Network Type5,POS Classification4,Open,False,,Market_Network_Type3
HPE,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C6D,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HLQ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
P1F,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GLL,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UIK,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
19C,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BHV,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
65C,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8M3,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PL6,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0R2,FRA,EMEA,Network Type5,POS Classification4,Open,False,,Market_Network_Type5
9TC,SAU,EMEA,Network Type5,POS Classification4,Open,False,,Market_Network_Type3
4VH,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LZ7,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7TZ,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
H9N,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
14V,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XDC,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FD5,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
89J,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UGX,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
X7D,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
844,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
W31,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
SE2,MAL,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
2KR,MAL,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
6F4,MAL,ASIA,Network Type3,POS Classification3,Open,False,,Market_Network_Type7
WRI,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OKX,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NH7,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IQY,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
A2O,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
550,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
A8H,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XNF,USA,US,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1W8,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
GVK,FRA,EMEA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
JIN,FRA,EMEA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
1OE,FRA,EMEA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
750,FRA,EMEA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
G4A,FRA,EMEA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
ILA,FRA,EMEA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
47Q,FRA,EMEA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
JYA,FRA,EMEA,Network Type4,POS Classification5,Open,False,,Market_Network_Type2
A2T,FRA,EMEA,Network Type4,POS Classification5,Open,False,,Market_Network_Type2
WRS,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
U2Z,UK,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BFE,ITA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XHP,ITA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8HP,ARG,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
F28,ARG,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CP9,UAE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
75U,UAE,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type3
TL5,AUS,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PP6,AUS,ASIA,Network Type1,POS Classification1,Closed,False,,Market_Network_Type2
8Y0,UK,UK & Overseas,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
WM6,UK,UK & Overseas,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
ZTT,UK,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
RIA,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Q8E,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
H2R,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
X1G,BEL,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
F43,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GQJ,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CJR,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LTC,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JFV,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
N4L,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IP6,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KX0,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HYS,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Q5U,NLD,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JU5,NLD,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QJB,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RGC,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
9F3,NLD,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
E8H,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
47D,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LMO,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FIN,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LU0,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6H0,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
971,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
G1A,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
00A,NLD,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
F37,BEL,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DDA,BEL,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
YCW,BAH,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TIT,BRA,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XJK,BRA,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TF0,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
3MR,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
CPJ,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
ZNC,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
KFG,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
IC1,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
M9E,CAN,UK & Overseas,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
T6N,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
DVS,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YR2,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GN9,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BQH,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
17V,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PR5,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
71G,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BKO,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5TH,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OVD,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GTZ,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Z27,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HJB,CAN,UK & Overseas,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TL3,CAN,UK & Overseas,Network Type4,POS Classification3,Open,False,,Market_Network_Type8
7G3,CON,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LQZ,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
XJO,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
0HX,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
9MY,SWI,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
UF3,CHI,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
KI2,CHI,ASIA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
74S,CHI,ASIA,Network Type4,POS Classification5,Open,False,,Market_Network_Type2
UE4,HON,ASIA,Network Type4,POS Classification5,Open,False,,Market_Network_Type2
4DH,CHI,ASIA,Network Type4,POS Classification5,Open,False,,Market_Network_Type2
BE7,CHI,ASIA,Network Type4,POS Classification5,Open,False,,Market_Network_Type2
HI3,CHI,ASIA,Network Type4,POS Classification5,Open,False,1.0,Market_Network_Type6
RUV,HON,ASIA,Network Type4,POS Classification5,Open,False,,Market_Network_Type2
2PX,CHI,ASIA,Network Type4,POS Classification3,Open,False,,Market_Network_Type2
LC8,CHI,ASIA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
NY1,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
9MK,CUR,,Network Type2,POS Classification5,Open,True,,Market_Network_Type3
MVF,GER,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
I8O,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
982,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NQY,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C4G,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FIF,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3RE,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LIX,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2Y5,SPA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
BHX,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
62L,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
V9W,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7JL,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IUX,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
A5I,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
L6H,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Q3Y,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WJZ,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
NEN,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
A77,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MZR,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
X2R,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4J4,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
T72,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
K3P,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HED,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6SZ,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XLH,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PZ9,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
589,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JZY,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WYS,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KKO,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ONN,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1H1,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
D7B,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XK7,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UNH,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JFH,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1IX,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
251,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3GW,AND,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HAQ,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
P8X,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Z8P,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HMN,POR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C6S,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
AN2,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3WI,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BA8,SPA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4MT,POR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CCX,SPA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
KSG,UAE,EMEA,Network Type2,POS Classification4,Open,True,,Market_Network_Type3
EOE,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
O3D,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6I9,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JCN,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8CS,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WBC,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MAM,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WNL,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QG4,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BXK,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8IC,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XBY,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
TKC,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OAZ,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
AOB,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IP1,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C2N,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
A5Q,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1A8,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LDT,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZAG,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
CLS,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KHA,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
G6W,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EVT,GRE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
495,NLD,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
GG3,POR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8EZ,RUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LPW,TUR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SK7,BAH,EMEA,Network Type2,POS Classification4,Open,True,,Market_Network_Type3
2MN,JOR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
3FY,KUW,EMEA,Network Type2,POS Classification4,Open,True,,Market_Network_Type3
2GY,KUW,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
T4L,LEB,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OV9,OMA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
M66,QAT,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
K8U,QAT,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8U4,SAU,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Y78,SAU,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
58P,SAU,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
LZP,SAU,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
08L,SYR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WD9,UAE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
G5E,UAE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
HQ8,UAE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
M6R,UAE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
9IS,YEM,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
S4A,EGY,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
223,DEN,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OXQ,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
L1Y,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
FHE,UKR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0QE,SPA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
7RU,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
U04,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
2SM,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5Q4,GRE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EJL,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EUX,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QAN,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8HO,SAU,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
45P,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1TP,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QRI,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
334,UAE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1JZ,POR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
S2W,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
QJP,UAE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
J41,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RHE,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YD6,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
7Z0,AND,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YBI,LEB,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
9MQ,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
XHH,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5E6,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
8GM,UAE,EMEA,Network Type4,POS Classification3,Open,False,1.0,Market_Network_Type6
2CR,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ARQ,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MO4,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
RCB,SEN,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
C0T,MON,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SPI,CYP,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
70J,KAZ,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
U31,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5QY,TUN,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
EIN,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
PSL,UAE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
SW6,MAU,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
WQG,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KGA,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
MH0,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
ZK5,GRE,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OVH,ISR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
03M,TUR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4WE,EGY,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KXY,MOR,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1K6,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
H3H,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
IKP,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UL0,FRA,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
4J7,FRA,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
JYB,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
0CH,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
43W,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
INC,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
6CA,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
F30,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
Z2S,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
JP0,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
UJV,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
BYO,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
KKY,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
U30,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
B1E,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
5R4,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
YNY,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
B47,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
OCS,AUS,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
1FG,GER,EMEA,Network Type2,POS Classification2,Open,True,,Market_Network_Type3
R8H,GER,EMEA,Network Type3,POS Classification3,Open,False,,Market_Network_Type4
